名称,排名,简介,点评数量,很棒,较好,一般,较差,很差,待处理1,待处理2
玉林串串香(玉林店),"在成都的 1,519 家餐厅中排名第 386",¥,6 条点评,1,2,2,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">3.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_35""></span></span><a class=""IcelI"" href=""#REVIEWS"">6<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">386</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省玉林串串香(玉林店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d4704824-YuLin_ChuanChuan_Xiang_YuLin-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
李雪火锅食府(总店),"在成都的 1,519 家餐厅中排名第 387",中餐,2 条点评,1,1,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">2<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">139</span></b> 的 <a href=""/Restaurants-g297463-c11-Chengdu_Sichuan.html"">成都中餐</a>（共 591 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">387</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省李雪火锅食府(总店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d10772677-LiXue_Hotpot_Restaurant_Main_Branch-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div class=""uhjbb _Z""><div class=""JhhMN"">简介</div><div class=""jmnaM"">地铁四号线宽窄巷子B出口</div></div></div><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">中餐</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d10772677.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d10772677-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
必胜客(益州大道店),"在成都的 1,519 家餐厅中排名第 388",披萨快餐,3 条点评,1,1,1,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">3<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">388</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省必胜客(益州大道店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d4675961-Pizza_Hut_YiZhou_Avenue-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">披萨, 快餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d4675961.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d4675961-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
一風堂拉面(IFS国金中心店),"在成都的 1,519 家餐厅中排名第 389",¥¥ - ¥¥¥日式料理,10 条点评,1,1,4,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">3.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_35""></span></span><a class=""IcelI"" href=""#REVIEWS"">10<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">21</span></b> 的 <a href=""/Restaurants-g297463-c27-Chengdu_Sichuan.html"">成都日式料理</a>（共 71 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">389</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div><div class=""uUbEd b"">评分</div><div><div class=""DzMcu""><span class=""ui_icon restaurants lANzp""></span><span class=""BPsyj"">食物</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_35""></span></span></div><div class=""DzMcu""><span class=""ui_icon bell lANzp""></span><span class=""BPsyj"">服务</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_40""></span></span></div><div class=""DzMcu""><span class=""ui_icon wallet-fill lANzp""></span><span class=""BPsyj"">实惠</span><span class=""vzATR""><span class=""ui_bubble_rating bubble_30""></span></span></div></div></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">日式料理</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d7003718.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d7003718-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
大嘴霸王排骨(川师店),"在成都的 1,519 家餐厅中排名第 390",中餐烧烤,6 条点评,1,4,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">6<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">140</span></b> 的 <a href=""/Restaurants-g297463-c11-Chengdu_Sichuan.html"">成都中餐</a>（共 591 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">390</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省大嘴霸王排骨(川师店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3408591-DaZui_BaWang_PaiGu_ChuanShi-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">中餐, 烧烤</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d3408591.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d3408591-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
大妙火锅(东区音乐公园店),"在成都的 1,519 家餐厅中排名第 391",,4 条点评,2,2,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.5<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_45""></span></span><a class=""IcelI"" href=""#REVIEWS"">4<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">391</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省大妙火锅(东区音乐公园店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3408579-Da_Miao_Hotpot_Dong_Qu_Yin_Le_Park-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
袁记串串香(东珠市店),"在成都的 1,519 家餐厅中排名第 392",,5 条点评,1,2,2,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">5<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">392</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省袁记串串香(东珠市店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3409277-Yuan_Ji_ChuanChuan_Xiang_Dong_Zhu_Shi-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
布拉诺意大利餐厅(鹏瑞利店),"在成都的 1,519 家餐厅中排名第 393",意餐,3 条点评,1,1,1,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">3<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">22</span></b> 的 <a href=""/Restaurants-g297463-c26-Chengdu_Sichuan.html"">成都意餐</a>（共 31 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">393</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省布拉诺意大利餐厅(鹏瑞利店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d10669401-Burano_Italian_Restaurant_Pengruili-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div class=""uhjbb _Z""><div class=""JhhMN"">简介</div><div class=""jmnaM"">万家湾公交总站</div></div></div><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">意餐</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d10669401.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d10669401-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
欧洲房子华尔兹舞后(锦官新城东区会所),"在成都的 1,519 家餐厅中排名第 394",快餐,2 条点评,1,0,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">5.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_50""></span></span><a class=""IcelI"" href=""#REVIEWS"">2<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">21</span></b> 的 <a href=""/Restaurants-g297463-c10646-Chengdu_Sichuan.html"">成都快餐</a>（共 99 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">394</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省欧洲房子华尔兹舞后(锦官新城东区会所)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3408912-Essence_Of_Europe_and_Waltz_Queen_Western_Restaurant-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">快餐</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d3408912.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d3408912-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
和悦堂中餐厅 (成都凯宾斯基饭店),"在成都的 1,519 家餐厅中排名第 395",中餐,2 条点评,1,0,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">5.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_50""></span></span><a class=""IcelI"" href=""#REVIEWS"">2<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">141</span></b> 的 <a href=""/Restaurants-g297463-c11-Chengdu_Sichuan.html"">成都中餐</a>（共 591 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">395</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省和悦堂中餐厅 (成都凯宾斯基饭店)<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d10941119-Harmony_Restaurant_Kempinski_Hotel_Chengdu-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div class=""uhjbb _Z""><div class=""JhhMN"">简介</div><div class=""jmnaM"">中餐厅位于饭店一、二层，环境优雅，有7个精致的私人包间供您选择。和悦堂中餐厅带您体验川粤菜肴的顶级烹饪艺术。具有丰富经验的厨师团队为您倾心搜罗川、粤菜之精华，在兼具现代和优雅风格的餐厅中品尝到地道的本地菜肴和新派川菜。</div></div></div><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">中餐</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div><div><div class=""tbUiL b"">功能</div><div class=""SrqKb"">可预订, 私人包厢, 座位, 可供停车, 提供酒精饮料, 果酒和啤酒, 免费Wifi, 餐桌服务</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d10941119.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d10941119-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
情妹耙泥鳅,"在成都的 1,519 家餐厅中排名第 396",,4 条点评,1,2,1,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">4.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_40""></span></span><a class=""IcelI"" href=""#REVIEWS"">4<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">396</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省情妹耙泥鳅<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d3408952-Qing_Mei_Pa_NiQiu-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>",
Double Chin Cafe,"在成都的 1,519 家餐厅中排名第 397",酒馆多国料理美食酒吧,1 条点评,1,0,0,0,0,"<div><h2>评分和点评</h2><div class=""QEQvp""><span class=""ZDEqb"">5.0<!-- -->&nbsp;</span><span class=""MFMAn""><span class=""ui_bubble_rating bubble_50""></span></span><a class=""IcelI"" href=""#REVIEWS"">1<!-- --> 条点评</a></div><div class=""cNFlb"">排名第 <b class=""""><span class="""">25</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html?cat=10670"">成都酒馆</a>（共 35 个）</div><div class=""cNFlb"">排名第 <b class=""""><span class="""">397</span></b> 的 <a href=""/Restaurants-g297463-Chengdu_Sichuan.html"">成都餐厅</a>（共 1,519 个）</div></div><div class=""KVjOc Z""></div><div class=""FAWhB f e F1""><div class=""hTQJQ"">四川省Double Chin Cafe<!-- -->还没有足够的食物、服务、价格或氛围评分。 抢先写点评！</div><span><a class=""hikYc"" href=""/UserReviewEdit-g297463-d23645002-Double_Chin_Cafe-Chengdu_Sichuan.html""><button class=""ui_button primary large"">写点评</button></a></span></div>","<div><div class=""kqcdz""><div class=""kwVln""><div class=""ui_columns ""><div class=""ui_column  ""><div><div><div class=""tbUiL b"">美食</div><div class=""SrqKb"">酒馆, 多国料理, 美食酒吧</div></div><div><div class=""tbUiL b"">餐时</div><div class=""SrqKb"">午餐, 晚餐</div></div></div></div></div></div><div class=""hSksZ""><div class=""nEgQL""><span class=""LoWag ui_link""><a href=""/ImproveListing-d23645002.html"" class=""BMQDV _F Gv wSSLS SwZTJ"">优化此页</a></span><span class=""LoWag""> | </span><div class=""LoWag""><a rel=""noopener noreferrer"" href=""/Owners-d23645002-aClaimForm"" target=""_blank"" class=""LoWag ui_link"">管理此企业？</a></div></div></div></div></div>"
